Date,Open,High,Low,Close,Adj Close,Volume
1994-10-04,46.296875,46.296875,45.34375,45.375,26.617411,84200
1994-10-05,45.296875,45.390625,45.0,45.390625,26.626558,461900
1994-10-06,45.421875,45.453125,45.171875,45.25,26.544085,345200
1994-10-07,45.25,45.578125,45.203125,45.453125,26.663242,188700
1994-10-10,45.65625,46.015625,45.640625,45.9375,26.947378,213600
1994-10-11,46.140625,46.75,46.140625,46.625,27.350668,461400
1994-10-12,46.6875,46.75,46.578125,46.6875,27.387327,162400
1994-10-13,47.21875,47.328125,46.796875,46.84375,27.478981,1564500
1994-10-14,47.0,47.0625,46.6875,47.046875,27.598164,72800
1994-10-17,47.0,47.0625,46.90625,46.953125,27.54314,282300
1994-10-18,46.90625,46.90625,46.6875,46.84375,27.478981,132100
1994-10-19,46.671875,47.234375,46.65625,47.0625,27.607313,136700
1994-10-20,47.0625,47.0625,46.609375,46.75,27.423988,290300
1994-10-21,46.625,46.6875,46.359375,46.5625,27.314005,87800
1994-10-24,46.578125,46.765625,46.15625,46.171875,27.084856,149600
1994-10-25,46.015625,46.3125,46.0,46.21875,27.112358,91800
1994-10-26,46.390625,46.4375,46.171875,46.390625,27.213186,201000
1994-10-27,46.5625,46.671875,46.453125,46.671875,27.378162,210300
1994-10-28,46.765625,47.703125,46.765625,47.65625,27.95561,192100
1994-10-31,47.546875,47.59375,47.46875,47.484375,27.854786,36300
1994-11-01,47.28125,47.28125,46.9375,46.953125,27.54314,435200
1994-11-02,46.8125,47.234375,46.6875,46.6875,27.387327,115600
1994-11-03,46.84375,47.015625,46.78125,46.9375,27.533978,87000
1994-11-04,47.15625,47.15625,46.328125,46.328125,27.176519,124400
1994-11-07,46.4375,46.59375,46.3125,46.46875,27.259014,115000
1994-11-08,46.625,46.984375,46.546875,46.828125,27.469826,308300
1994-11-09,47.328125,47.328125,46.5,46.90625,27.51565,318500
1994-11-10,46.9375,47.03125,46.546875,46.578125,27.323174,172100
1994-11-11,46.515625,46.5625,46.28125,46.40625,27.222353,302200
1994-11-14,46.609375,46.859375,46.609375,46.84375,27.478981,181400
1994-11-15,46.796875,47.09375,46.328125,46.6875,27.387327,316900
1994-11-16,46.765625,46.84375,46.609375,46.84375,27.478981,106900
1994-11-17,46.875,46.875,46.34375,46.53125,27.295668,104700
1994-11-18,46.546875,46.625,46.265625,46.46875,27.259014,269300
1994-11-21,46.4375,46.578125,46.0,46.0,26.984037,283100
1994-11-22,45.828125,46.0,45.0,45.0,26.397423,483600
1994-11-23,45.03125,45.265625,44.609375,45.25,26.544085,601600
1994-11-25,45.28125,45.53125,45.28125,45.46875,26.6724,77300
1994-11-28,45.453125,45.6875,45.34375,45.671875,26.791561,79900
1994-11-29,45.65625,45.75,45.5,45.65625,26.782381,105500
1994-11-30,45.890625,45.953125,45.59375,45.59375,26.745729,218800
1994-12-01,45.640625,45.640625,45.046875,45.140625,26.479921,439000
1994-12-02,45.046875,45.5625,45.046875,45.5625,26.727398,318500
1994-12-05,45.65625,45.8125,45.5,45.609375,26.75489,139200
1994-12-06,45.4375,45.65625,45.359375,45.640625,26.77323,249900
1994-12-07,45.359375,45.5,45.265625,45.3125,26.580744,531900
1994-12-08,45.5,45.5625,44.75,44.875,26.324091,261500
1994-12-09,44.875,45.078125,44.6875,45.046875,26.424932,235900
1994-12-12,44.953125,45.34375,44.953125,45.34375,26.599085,151100
1994-12-13,45.3125,45.53125,45.3125,45.515625,26.699911,70900
1994-12-14,45.453125,45.953125,45.453125,45.75,26.837389,203300
1994-12-15,45.8125,46.03125,45.8125,45.890625,26.919868,130100
1994-12-16,45.671875,45.84375,45.625,45.75,27.051367,266100
1994-12-19,45.75,45.84375,45.609375,45.8125,27.088324,1120200
1994-12-20,45.859375,45.890625,45.671875,45.671875,27.005167,675600
1994-12-21,45.703125,46.265625,45.703125,46.15625,27.291567,544500
1994-12-22,46.15625,46.203125,45.96875,46.015625,27.208435,222000
1994-12-23,45.984375,46.171875,45.984375,46.0625,27.236134,125800
1994-12-27,46.21875,46.40625,46.1875,46.3125,27.383957,95200
1994-12-28,46.359375,46.359375,45.96875,46.078125,27.245388,358200
1994-12-29,46.25,46.25,46.0625,46.109375,27.263863,220100
1994-12-30,46.203125,46.25,45.5625,45.5625,26.940495,2209500
1995-01-03,45.703125,45.84375,45.6875,45.78125,27.069834,324300
1995-01-04,45.984375,46.0,45.75,46.0,27.199198,351800
1995-01-05,46.03125,46.109375,45.953125,46.0,27.199198,89800
1995-01-06,46.09375,46.25,45.90625,46.046875,27.2269,448400
1995-01-09,46.03125,46.09375,46.0,46.09375,27.25462,36800
1995-01-10,46.203125,46.390625,46.140625,46.140625,27.282337,229800
1995-01-11,46.296875,46.296875,45.8125,46.171875,27.300808,222400
1995-01-12,46.125,46.21875,46.03125,46.1875,27.310053,40300
1995-01-13,46.4375,46.734375,46.375,46.734375,27.633417,170600
1995-01-16,46.71875,47.03125,46.71875,47.015625,27.799707,105100
1995-01-17,46.921875,47.0625,46.859375,47.03125,27.808949,89500
1995-01-18,47.0,47.078125,46.875,46.984375,27.781227,84500
1995-01-19,46.828125,46.875,46.6875,46.71875,27.624176,139100
1995-01-20,46.65625,46.671875,46.453125,46.546875,27.522552,78700
1995-01-23,46.234375,46.6875,46.203125,46.6875,27.60569,53700
1995-01-24,46.671875,46.75,46.640625,46.75,27.642647,32400
1995-01-25,46.515625,47.046875,46.515625,46.875,27.716562,15700
1995-01-26,46.84375,46.984375,46.75,46.921875,27.744276,9800
1995-01-27,47.234375,47.234375,46.921875,47.109375,27.855141,91200
1995-01-30,47.015625,47.046875,46.84375,46.90625,27.735031,26600
1995-01-31,47.0,47.171875,46.921875,47.09375,27.845921,127500
1995-02-01,47.15625,47.328125,47.0,47.078125,27.83667,380200
1995-02-02,47.0625,47.359375,47.0625,47.359375,28.002966,131700
1995-02-03,47.65625,48.109375,47.578125,48.03125,28.400227,405100
1995-02-06,48.015625,48.375,47.96875,48.234375,28.520336,405400
1995-02-07,48.3125,48.3125,48.140625,48.296875,28.557289,702900
1995-02-08,48.234375,48.46875,48.203125,48.296875,28.557289,521500
1995-02-09,48.21875,48.296875,48.125,48.296875,28.557289,390700
1995-02-10,48.234375,48.359375,48.09375,48.359375,28.594244,148300
1995-02-13,48.328125,48.46875,48.328125,48.375,28.603495,79700
1995-02-14,48.53125,48.53125,48.25,48.4375,28.640442,170200
1995-02-15,48.4375,48.765625,48.390625,48.703125,28.797506,431500
1995-02-16,48.640625,48.6875,48.5,48.640625,28.760544,99300
1995-02-17,48.59375,48.625,48.4375,48.453125,28.649685,49100
1995-02-21,48.453125,48.53125,48.421875,48.4375,28.640442,168000
1995-02-22,48.484375,48.796875,48.453125,48.796875,28.852934,386400
1995-02-23,48.984375,49.15625,48.859375,48.875,28.899136,402800
1995-02-24,48.9375,49.015625,48.8125,49.0,28.973045,307600
1995-02-27,48.859375,49.0,48.53125,48.609375,28.742069,280900
1995-02-28,48.5625,49.015625,48.5625,49.015625,28.982285,493500
1995-03-01,48.96875,49.03125,48.65625,48.703125,28.797506,242600
1995-03-02,48.6875,48.765625,48.546875,48.765625,28.834454,488600
1995-03-03,48.609375,48.78125,48.484375,48.78125,28.843708,290000
1995-03-06,48.453125,48.8125,48.390625,48.8125,28.862152,85700
1995-03-07,48.640625,48.75,48.21875,48.4375,28.640442,180900
1995-03-08,48.515625,48.625,48.34375,48.5625,28.714369,155900
1995-03-09,48.546875,48.59375,48.421875,48.546875,28.705105,63500
1995-03-10,48.59375,49.390625,48.53125,49.265625,29.130095,192100
1995-03-13,49.234375,49.390625,49.171875,49.21875,29.102385,261300
1995-03-14,49.359375,49.640625,49.359375,49.578125,29.314869,223300
1995-03-15,49.5,49.578125,49.296875,49.484375,29.259449,278500
1995-03-16,49.4375,49.8125,49.4375,49.78125,29.434986,20400
1995-03-17,49.4375,49.625,49.40625,49.5625,29.46427,89900
1995-03-20,49.625,49.625,49.46875,49.5625,29.46427,91700
1995-03-21,49.5625,49.875,49.359375,49.4375,29.38995,104400
1995-03-22,49.53125,49.53125,49.328125,49.484375,29.417828,74900
1995-03-23,49.421875,49.65625,49.359375,49.515625,29.436398,220500
1995-03-24,49.671875,50.21875,49.671875,50.21875,29.854412,134000
1995-03-27,50.296875,50.421875,50.171875,50.421875,29.975153,132100
1995-03-28,50.296875,50.421875,50.234375,50.421875,29.975153,121900
1995-03-29,50.375,50.890625,50.125,50.40625,29.965868,246100
1995-03-30,50.515625,50.515625,50.109375,50.3125,29.910133,298400
1995-03-31,49.921875,50.171875,49.546875,50.109375,29.789381,541300
1995-04-03,50.09375,50.234375,50.0625,50.234375,29.863691,193300
1995-04-04,50.25,50.5625,50.25,50.5625,30.05876,66900
1995-04-05,50.453125,50.609375,50.421875,50.5625,30.05876,107200
1995-04-06,50.6875,50.796875,50.59375,50.75,30.170219,352500
1995-04-07,50.859375,50.859375,50.46875,50.703125,30.142347,361400
1995-04-10,50.625,50.796875,50.59375,50.796875,30.198074,285400
1995-04-11,50.921875,50.9375,50.59375,50.625,30.095917,250300
1995-04-12,50.703125,50.796875,50.609375,50.796875,30.198074,150900
1995-04-13,50.890625,51.09375,50.859375,51.078125,30.36529,243400
1995-04-17,51.265625,51.3125,50.625,50.78125,30.18881,178900
1995-04-18,50.828125,50.828125,50.484375,50.609375,30.086615,329500
1995-04-19,50.609375,50.71875,50.296875,50.5625,30.05876,223000
1995-04-20,50.703125,50.78125,50.4375,50.640625,30.1052,207900
1995-04-21,50.65625,50.90625,50.65625,50.890625,30.253828,145000
1995-04-24,50.859375,51.484375,50.859375,51.484375,30.606785,169000
1995-04-25,51.40625,51.484375,51.3125,51.34375,30.523197,293200
1995-04-26,51.25,51.421875,51.125,51.390625,30.551065,204400
1995-04-27,51.3125,51.546875,51.28125,51.515625,30.625376,502200
1995-04-28,51.5,51.671875,51.171875,51.59375,30.671816,130800
1995-05-01,51.546875,51.65625,51.453125,51.453125,30.588226,518700
1995-05-02,51.5,51.640625,51.390625,51.5625,30.653248,228400
1995-05-03,51.734375,52.28125,51.734375,52.28125,31.08054,724700
1995-05-04,52.34375,52.6875,52.125,52.25,31.061956,311400
1995-05-05,52.46875,52.46875,52.078125,52.1875,31.024801,314900
1995-05-08,52.140625,52.734375,52.09375,52.5625,31.247736,183100
1995-05-09,52.78125,52.84375,52.4375,52.515625,31.219856,180600
1995-05-10,52.65625,52.671875,52.328125,52.578125,31.257017,330300
1995-05-11,52.65625,52.71875,52.484375,52.71875,31.340597,351700
1995-05-12,52.515625,52.875,52.5,52.75,31.359196,94600
1995-05-15,52.890625,53.0,52.78125,53.0,31.507832,147200
1995-05-16,52.984375,53.15625,52.890625,53.03125,31.526398,221600
1995-05-17,53.03125,53.046875,52.78125,52.828125,31.405647,189200
1995-05-18,52.734375,52.765625,52.0625,52.0625,30.950481,577800
1995-05-19,51.984375,52.1875,51.90625,52.09375,30.969074,363900
1995-05-22,52.265625,52.75,52.234375,52.671875,31.312737,216000
1995-05-23,52.765625,53.15625,52.609375,53.15625,31.6007,136800
1995-05-24,53.25,53.421875,52.796875,53.125,31.582113,370800
1995-05-25,52.96875,53.21875,52.71875,53.171875,31.609993,379900
1995-05-26,52.96875,52.984375,52.359375,52.5625,31.247736,518600
1995-05-30,52.6875,52.828125,52.375,52.546875,31.238428,61500
1995-05-31,52.453125,53.640625,52.453125,53.640625,31.888651,564500
1995-06-01,53.40625,53.90625,53.25,53.5,31.80505,810100
1995-06-02,53.28125,53.921875,53.09375,53.546875,31.832926,112900
1995-06-05,53.546875,54.046875,53.5,53.875,32.027992,257200
1995-06-06,53.828125,54.015625,53.78125,53.78125,31.972256,165800
1995-06-07,53.671875,53.703125,53.4375,53.5,31.80505,41900
1995-06-08,53.484375,53.640625,53.375,53.375,31.730742,141100
1995-06-09,53.265625,53.328125,52.75,53.0625,31.54497,304900
1995-06-12,53.234375,53.578125,53.203125,53.359375,31.721453,378500
1995-06-13,53.609375,53.96875,53.5625,53.9375,32.065147,120000
1995-06-14,53.859375,53.953125,53.6875,53.890625,32.037285,389400
1995-06-15,53.96875,54.234375,53.875,54.125,32.176601,274500
1995-06-16,53.703125,53.96875,53.703125,53.96875,32.272152,325100
1995-06-19,54.125,54.609375,54.09375,54.578125,32.63652,134600
1995-06-20,54.421875,54.609375,54.390625,54.4375,32.552444,287800
1995-06-21,54.609375,54.65625,54.40625,54.40625,32.53376,158200
1995-06-22,54.640625,55.15625,54.640625,55.125,32.963554,297000
1995-06-23,55.0,55.03125,54.84375,55.015625,32.898144,315400
1995-06-26,54.859375,54.953125,54.359375,54.359375,32.505711,132900
1995-06-27,54.34375,54.703125,54.21875,54.25,32.4403,127700
1995-06-28,54.25,54.75,54.078125,54.53125,32.608509,212600
1995-06-29,54.53125,54.671875,54.0625,54.4375,32.552444,89200
1995-06-30,54.546875,54.734375,54.296875,54.40625,32.53376,714100
1995-07-03,54.46875,54.609375,54.46875,54.609375,32.65522,9500
1995-07-05,54.765625,55.0625,54.640625,54.8125,32.776699,409300
1995-07-06,54.828125,55.515625,54.71875,55.515625,33.197132,202500
1995-07-07,55.40625,55.78125,55.375,55.765625,33.346638,481700
1995-07-10,55.8125,55.953125,55.703125,55.796875,33.365318,400400
1995-07-11,55.75,55.796875,55.453125,55.53125,33.206486,420500
1995-07-12,55.640625,56.3125,55.53125,56.21875,33.617596,203400
1995-07-13,56.140625,56.265625,56.03125,56.09375,33.54285,215600
1995-07-14,55.796875,56.09375,55.75,56.046875,33.514801,543700
1995-07-17,56.125,56.421875,56.078125,56.359375,33.701683,171500
1995-07-18,56.265625,56.265625,55.828125,55.875,33.412041,221200
1995-07-19,55.65625,55.71875,54.203125,55.265625,33.047665,486600
1995-07-20,55.328125,55.578125,55.03125,55.46875,33.169094,318900
1995-07-21,55.421875,55.625,55.1875,55.40625,33.131737,94000
1995-07-24,55.484375,55.875,55.484375,55.8125,33.374645,108400
1995-07-25,55.875,56.3125,55.703125,56.234375,33.62693,107400
1995-07-26,56.203125,56.46875,56.171875,56.1875,33.598907,167800
1995-07-27,56.453125,56.703125,56.453125,56.65625,33.879208,187700
1995-07-28,56.703125,56.703125,56.25,56.296875,33.664307,415600
1995-07-31,56.34375,56.390625,56.03125,56.15625,33.580215,342500
1995-08-01,56.234375,56.234375,55.75,56.0625,33.524162,141000
1995-08-02,56.390625,56.796875,55.84375,55.9375,33.449421,240400
1995-08-03,55.546875,55.953125,55.453125,55.921875,33.440067,1193600
1995-08-04,56.03125,56.078125,55.921875,55.984375,33.477444,240500
1995-08-07,56.109375,56.28125,56.078125,56.109375,33.5522,193100
1995-08-08,56.140625,56.3125,55.9375,56.109375,33.5522,951900
1995-08-09,56.296875,56.296875,56.046875,56.09375,33.54285,107100
1995-08-10,56.15625,56.28125,55.734375,55.96875,33.468094,280800
1995-08-11,55.921875,55.984375,55.421875,55.65625,33.281231,257200
1995-08-14,55.796875,56.15625,55.671875,56.15625,33.580215,254800
1995-08-15,56.140625,56.140625,55.65625,56.046875,33.514801,44400
1995-08-16,56.0,56.203125,55.9375,56.203125,33.60825,374900
1995-08-17,56.234375,56.234375,55.90625,56.109375,33.5522,353800
1995-08-18,56.390625,56.40625,56.125,56.171875,33.589542,85400
1995-08-21,56.40625,56.640625,56.0,56.015625,33.496128,266700
1995-08-22,56.09375,56.21875,55.8125,56.125,33.561527,220200
1995-08-23,56.171875,56.203125,55.921875,55.921875,33.440067,176500
1995-08-24,55.9375,56.09375,55.75,55.984375,33.477444,167400
1995-08-25,56.078125,56.390625,56.078125,56.296875,33.664307,195000
1995-08-28,56.453125,56.453125,56.0,56.09375,33.54285,293000
1995-08-29,56.15625,56.25,55.765625,56.234375,33.62693,1133100
1995-08-30,56.28125,56.421875,56.21875,56.359375,33.701683,437400
1995-08-31,56.34375,56.5,56.296875,56.40625,33.729729,491900
1995-09-01,56.390625,56.75,56.34375,56.65625,33.879208,629900
1995-09-05,56.828125,57.21875,56.734375,57.1875,34.19688,272200
1995-09-06,57.234375,57.359375,57.21875,57.296875,34.262287,214500
1995-09-07,57.359375,57.390625,57.25,57.328125,34.280998,258800
1995-09-08,57.546875,57.546875,57.171875,57.546875,34.411781,107300
1995-09-11,57.640625,57.8125,57.640625,57.703125,34.505215,260700
1995-09-12,57.71875,57.96875,57.578125,57.96875,34.664059,139500
1995-09-13,57.90625,58.3125,57.890625,58.234375,34.822895,239800
1995-09-14,58.4375,58.8125,58.28125,58.765625,35.140579,457600
1995-09-15,58.40625,58.578125,58.203125,58.4375,35.130901,431200
1995-09-18,58.234375,58.265625,57.9375,58.21875,34.999363,307500
1995-09-19,58.328125,58.53125,58.125,58.5,35.168453,549600
1995-09-20,58.59375,58.78125,58.546875,58.78125,35.337521,290800
1995-09-21,58.703125,58.75,58.0625,58.296875,35.046341,508500
1995-09-22,57.828125,58.375,57.78125,58.3125,35.055725,449900
1995-09-25,58.375,58.375,58.015625,58.21875,34.999363,130000
1995-09-26,58.390625,58.53125,58.0625,58.203125,34.989971,466600
1995-09-27,57.953125,58.1875,57.59375,58.15625,34.961815,654400
1995-09-28,58.203125,58.59375,58.15625,58.59375,35.224808,456200
1995-09-29,58.546875,58.90625,58.40625,58.484375,35.159042,606600
1995-10-02,58.484375,58.625,58.046875,58.1875,34.980576,293100
1995-10-03,58.1875,58.34375,57.953125,58.25,35.018139,839700
1995-10-04,58.28125,58.28125,58.109375,58.1875,34.980576,248800
1995-10-05,58.25,58.359375,58.09375,58.359375,35.083912,268800
1995-10-06,58.390625,58.578125,58.390625,58.40625,35.112072,75300
1995-10-09,58.1875,58.21875,57.8125,57.921875,34.820908,358200
1995-10-10,57.328125,57.890625,57.265625,57.890625,34.802124,360800
1995-10-11,58.09375,58.09375,57.875,58.078125,34.914852,228100
1995-10-12,58.125,58.46875,58.125,58.4375,35.130901,199800
1995-10-13,58.703125,58.859375,58.625,58.625,35.243603,488100
1995-10-16,58.453125,58.5625,58.34375,58.34375,35.07452,443600
1995-10-17,58.40625,58.796875,58.296875,58.734375,35.309326,146000
1995-10-18,59.015625,59.09375,58.71875,58.90625,35.412666,228100
1995-10-19,58.875,59.1875,58.796875,59.1875,35.581757,500600
1995-10-20,59.140625,59.1875,58.828125,58.828125,35.365711,748400
1995-10-23,58.546875,58.8125,58.546875,58.703125,35.290577,533000
1995-10-24,58.78125,58.84375,58.625,58.765625,35.32814,172200
1995-10-25,58.8125,58.890625,58.28125,58.28125,35.036949,302700
1995-10-26,58.375,58.421875,57.28125,57.75,34.717564,606800
1995-10-27,57.6875,58.1875,57.421875,58.1875,34.980576,905800
1995-10-30,58.328125,58.59375,58.328125,58.5625,35.20602,488700
1995-10-31,58.71875,58.84375,58.3125,58.3125,35.055725,508200
1995-11-01,58.28125,58.78125,58.234375,58.78125,35.337521,415700
1995-11-02,58.6875,59.15625,58.6875,59.15625,35.562965,326000
1995-11-03,59.234375,59.25,59.0625,59.234375,35.609932,615000
1995-11-06,59.21875,59.21875,59.015625,59.03125,35.487843,311200
1995-11-07,59.0,59.0,58.625,58.8125,35.3563,358200
1995-11-08,58.890625,59.375,58.890625,59.34375,35.675678,357200
1995-11-09,59.578125,59.578125,59.28125,59.5625,35.807182,503700
1995-11-10,59.234375,59.609375,59.21875,59.53125,35.788403,795600
1995-11-13,59.421875,59.65625,59.3125,59.46875,35.750835,818500
1995-11-14,59.359375,59.484375,59.078125,59.078125,35.515995,341800
1995-11-15,59.140625,59.6875,59.109375,59.671875,35.872944,584700
1995-11-16,59.671875,60.0625,59.65625,60.0,36.070202,577700
1995-11-17,60.09375,60.203125,60.015625,60.1875,36.182922,267000
1995-11-20,60.28125,60.296875,59.859375,59.875,35.995056,448800
1995-11-21,59.9375,60.359375,59.921875,60.359375,36.286232,119200
1995-11-22,60.3125,60.375,60.171875,60.171875,36.173515,351600
1995-11-24,60.234375,60.328125,60.1875,60.328125,36.267445,62400
1995-11-27,60.453125,60.640625,60.34375,60.34375,36.276844,273000
1995-11-28,60.296875,60.984375,60.15625,60.984375,36.661987,479000
1995-11-29,61.09375,61.09375,60.84375,61.046875,36.699547,549200
1995-11-30,61.046875,61.203125,60.84375,60.90625,36.615021,286200
1995-12-01,60.984375,61.078125,60.84375,60.984375,36.661987,465200
1995-12-04,61.125,61.734375,61.046875,61.734375,37.112835,631700
1995-12-05,61.671875,62.203125,61.625,62.140625,37.357094,567700
1995-12-06,62.296875,62.53125,62.0,62.28125,37.44162,272800
1995-12-07,62.203125,62.28125,61.90625,61.953125,37.244366,289700
1995-12-08,62.21875,62.234375,61.765625,62.15625,37.366459,296900
1995-12-11,62.28125,62.546875,62.15625,62.421875,37.526161,186500
1995-12-12,62.140625,62.359375,62.140625,62.234375,37.413448,299400
1995-12-13,62.3125,62.703125,62.3125,62.625,37.648277,390700
1995-12-14,62.6875,62.796875,62.015625,62.171875,37.375858,395000
1995-12-15,61.875,61.875,61.59375,61.8125,37.389557,416700
1995-12-18,61.265625,61.265625,60.609375,60.625,36.671253,862300
1995-12-19,60.65625,61.34375,60.578125,61.265625,37.058758,1022600
1995-12-20,61.453125,61.515625,60.671875,60.671875,36.699596,1349800
1995-12-21,61.03125,61.171875,60.75,60.984375,36.888645,857600
1995-12-22,61.3125,61.375,61.140625,61.203125,37.020935,332800
1995-12-26,61.453125,61.53125,61.328125,61.5,37.200512,432200
1995-12-27,61.65625,61.65625,61.359375,61.46875,37.181625,151800
1995-12-28,61.34375,61.65625,61.25,61.40625,37.143818,256200
1995-12-29,61.46875,61.53125,61.25,61.484375,37.191071,339200
1996-01-02,61.40625,62.140625,61.34375,62.140625,37.588036,514400
1996-01-03,62.34375,62.5,62.0,62.3125,37.691998,610300
1996-01-04,62.390625,62.625,61.21875,61.71875,37.332844,1129700
1996-01-05,61.3125,61.75,61.171875,61.59375,37.257221,302400
1996-01-08,61.8125,61.90625,61.734375,61.828125,37.398998,179900
1996-01-09,62.015625,62.0625,60.625,60.765625,36.756317,415500
1996-01-10,60.6875,60.8125,59.640625,59.96875,36.274315,787700
1996-01-11,60.0625,60.328125,59.78125,60.328125,36.491669,513200
1996-01-12,60.484375,60.5,59.671875,60.234375,36.434971,390400
1996-01-15,60.25,60.453125,59.859375,60.109375,36.35936,154200
1996-01-16,60.40625,60.890625,59.890625,60.84375,36.803577,454600
1996-01-17,60.703125,61.125,60.453125,60.65625,36.690174,407600
1996-01-18,60.890625,60.90625,60.375,60.859375,36.813019,425600
1996-01-19,60.859375,61.421875,60.796875,61.265625,37.058758,169800
1996-01-22,61.21875,61.421875,61.109375,61.28125,37.068218,288200
1996-01-23,61.25,61.421875,61.125,61.421875,37.153275,362200
1996-01-24,61.515625,62.046875,61.484375,61.921875,37.455708,1506500
1996-01-25,61.96875,62.0,61.625,61.703125,37.323402,298400
1996-01-26,61.65625,62.265625,61.578125,62.234375,37.644737,726300
1996-01-29,62.1875,62.484375,62.140625,62.484375,37.795979,254800
1996-01-30,62.609375,63.140625,62.53125,63.015625,38.117302,272100
1996-01-31,63.0,63.6875,62.96875,63.671875,38.514256,498000
1996-02-01,63.609375,63.90625,63.5625,63.90625,38.656052,373900
1996-02-02,63.875,64.015625,63.5,63.640625,38.495335,496200
1996-02-05,63.53125,64.25,63.4375,64.15625,38.807255,295300
1996-02-06,64.1875,64.828125,64.09375,64.765625,39.175858,301600
1996-02-07,64.75,65.140625,64.6875,65.140625,39.402695,585100
1996-02-08,65.046875,65.90625,64.921875,65.84375,39.82798,1526600
1996-02-09,65.8125,66.375,65.515625,65.828125,39.81855,804600
1996-02-12,65.953125,66.625,65.890625,66.328125,40.121014,626500
1996-02-13,66.046875,66.6875,66.0,66.1875,40.03595,1045900
1996-02-14,66.140625,66.359375,65.578125,65.609375,39.686241,431400
1996-02-15,65.46875,65.90625,65.125,65.203125,39.440498,889500
1996-02-16,65.078125,65.234375,64.734375,64.9375,39.279797,606100
1996-02-20,64.4375,64.625,63.875,64.296875,38.892303,492300
1996-02-21,64.421875,65.140625,64.421875,65.09375,39.374344,434000
1996-02-22,65.453125,66.328125,65.40625,66.125,39.998131,721400
1996-02-23,66.5,66.609375,65.328125,65.9375,39.884716,1430400
1996-02-26,65.75,65.890625,64.96875,65.0,39.317623,1408400
1996-02-27,65.15625,65.171875,64.5,64.796875,39.194763,601000
1996-02-28,65.3125,65.734375,64.5,64.5,39.01516,865900
1996-02-29,64.125,64.953125,63.875,63.875,38.637131,914300
1996-03-01,64.640625,64.890625,63.609375,64.890625,39.251472,1452600
1996-03-04,65.03125,65.65625,64.8125,65.265625,39.478325,652600
1996-03-05,65.109375,65.875,65.078125,65.875,39.846912,402000
1996-03-06,65.78125,65.96875,65.296875,65.296875,39.497189,624700
1996-03-07,65.421875,65.65625,65.234375,65.625,39.695683,534200
1996-03-08,64.1875,64.875,62.0,63.5,38.410301,2289900
1996-03-11,63.25,64.328125,63.0625,64.234375,38.854527,1511400
1996-03-12,63.8125,64.046875,62.90625,63.734375,38.552086,1385300
1996-03-13,64.15625,64.4375,63.796875,64.171875,38.816708,1019300
1996-03-14,64.265625,64.8125,64.234375,64.453125,38.986828,725600
1996-03-15,64.0625,64.328125,63.75,64.125,38.96064,869200
1996-03-18,64.71875,65.359375,64.578125,65.359375,39.710598,917600
1996-03-19,65.9375,65.9375,65.0,65.21875,39.625172,858300
